name,num_neighbours,num_edges,country_code,min_e_distance,avg_e_distance,max_e_distance,sum_e_distance,median_e_distance,num_true_e_watercrossing,num_false_e_watercrossing,num_same_nb_country_code,num_0_nb_country_code,num_1_nb_country_code,num_2_nb_country_code,num_3_nb_country_code,num_4_nb_country_code,num_5_nb_country_code,num_6_nb_country_code,num_7_nb_country_code,num_8_nb_country_code,num_9_nb_country_code,num_10_nb_country_code,num_11_nb_country_code,num_12_nb_country_code,num_13_nb_country_code,num_14_nb_country_code,num_15_nb_country_code,num_16_nb_country_code,num_17_nb_country_code,num_18_nb_country_code,num_19_nb_country_code,num_20_nb_country_code,num_21_nb_country_code,num_22_nb_country_code,num_23_nb_country_code,num_24_nb_country_code,num_25_nb_country_code,num_26_nb_country_code,num_27_nb_country_code,num_28_nb_country_code,num_29_nb_country_code,num_30_nb_country_code,num_31_nb_country_code,num_32_nb_country_code,num_33_nb_country_code,num_34_nb_country_code,num_35_nb_country_code,num_36_nb_country_code,num_37_nb_country_code,num_38_nb_country_code,avg_country_code_num_neighbours,avg_country_code_num_edges,avg_country_code_min_e_distance,avg_country_code_avg_e_distance,avg_country_code_max_e_distance,avg_country_code_sum_e_distance,avg_country_code_median_e_distance,avg_country_code_num_true_e_watercrossing,avg_country_code_num_false_e_watercrossing,pagerank_score,betweenness_score,closeness_score,louvain_communityId,label_propagation_community,localClusteringCoefficient,embedding
Greenock,1,1,GB,40,40.0,40,40,40,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,0.4356715776005385,0.0,0.06062065643707425,298,8,0.0,"[-0.059483952820301056, -0.995998740196228, -0.14949050545692444, 0.9008200168609619, -0.5122619271278381, -0.18588215112686157, -0.13492605090141296, -0.3535534143447876, -0.29924166202545166, 0.05431175231933594]"
Carlisle,3,4,GB,16,46.5,114,186,16,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,1.261589893247618,3480.2654693681534,0.06702678027997565,298,8,0.0,"[0.4506893754005432, -0.3998872637748718, 0.34659120440483093, 0.7704538106918335, -0.8803378939628601, 0.23453761637210846, 0.034118205308914185, -0.01786581426858902, -0.2421545386314392, 0.24309810996055603]"
Newcastle upon Tyne,4,4,GB,73,263.5,684,1054,114,1,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,1.2620494955868846,22066.89634504389,0.07124949454104326,298,8,0.0,"[0.14823240041732788, -0.41102850437164307, 0.07290690392255783, 0.434316486120224, -0.9973593354225159, 0.27367037534713745, 0.3069267272949219, 0.4427378475666046, -0.48768025636672974, 0.1224207729101181]"
Penrith,2,2,GB,40,74.5,109,149,40,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,0.7408373221232256,1844.969813095269,0.06573645724518729,298,8,0.0,"[0.4994611442089081, -0.19292154908180237, 0.4540744721889496, 0.45691877603530884, -0.7018142938613892, 0.25737476348876953, 0.14933645725250244, -0.05089465156197548, -0.16963154077529907, 0.48924630880355835]"
Preston,2,2,GB,49,79.0,109,158,49,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,0.7697105294101063,2018.8125659368911,0.06697582484415388,298,8,0.0,"[0.39394551515579224, -0.12391245365142822, 0.5072697997093201, 0.33112633228302, -0.5543508529663086, 0.2541002035140991, 0.33614426851272583, 0.236968532204628, -0.061888132244348526, 0.5115718245506287]"
Warrington,4,4,GB,29,60.25,128,241,35,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,1.4547315980885305,5801.606196317147,0.06902765807412051,361,8,0.0,"[0.032085664570331573, -0.2789304852485657, 0.40948012471199036, 0.28130650520324707, -0.48722487688064575, -0.18037346005439758, 0.5266661047935486, 0.5827949047088623, 0.06455828994512558, 0.12561672925949097]"
Chester,2,2,GB,35,87.0,139,174,35,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,0.9086721777731824,880.0,0.06458470786599223,361,8,0.0,"[-0.6349653005599976, -0.10637501627206802, 0.08245062828063965, 0.2804207503795624, -0.27069392800331116, 0.0939517468214035, 0.34109562635421753, 0.5635724663734436, 0.14178027212619781, 0.07040167599916458]"
Manchester,4,4,GB,29,54.5,71,218,55,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,1.339505224432854,6953.537649427494,0.06853364449630495,361,8,0.16666666666666666,"[0.10565123707056046, -0.4373803734779358, 0.5581961274147034, 0.26070713996887207, -0.10463500022888184, -0.9043638110160828, 0.7289541363716125, 0.5743706822395325, 0.15851129591464996, 0.17092573642730713]"
Birmingham,3,3,GB,128,152.33333333333334,166,457,163,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,1.1138704802567323,5714.914597057209,0.06978217821782179,361,39,0.0,"[0.12414287030696869, -0.30737730860710144, 0.8122875690460205, 0.2550508379936218, -0.7568256855010986, -0.34433162212371826, 0.5345922708511353, 0.6901912093162537, -0.10432446748018265, -0.19440707564353943]"
Newbury,2,2,GB,71,118.5,166,237,71,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,0.7811048234757384,5705.607654396721,0.07130716309186565,361,39,0.0,"[0.1591375768184662, -0.3202000558376312, 0.5938754081726074, -0.021960482001304626, -0.6479823589324951, -0.3850381076335907, 0.42356935143470764, 0.9395694732666016, 0.12218083441257477, -0.03695674240589142]"
Cambridge,2,2,GB,91,127.0,163,254,91,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,0.7741916419352906,496.3060395463295,0.06607665191629791,361,39,0.0,"[0.18081077933311462, -0.3866184651851654, 0.930067777633667, 0.30684390664100647, -0.6958068609237671, -0.44093626737594604, 0.4336790144443512, 0.41452711820602417, -0.2876451313495636, -0.42655086517333984]"
Southampton,2,2,GB,71,139.0,207,278,71,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4347826086956523,2.5217391304347823,55.82608695652173,103.79818840579708,170.23913043478268,270.5652173913042,60.93478260869565,0.28260869565217395,2.2391304347826098,0.7521716366870328,6171.652540466153,0.0739342061094327,361,39,0.0,"[-0.014293313026428223, -0.3572314977645874, 0.007085815072059631, -0.09886898100376129, -0.3316348195075989, -0.4449307918548584, 0.07242371141910553, 0.9719023704528809, 0.3850423991680145, 0.2280193269252777]"
